simple_sku,product_name,sale_price,discounted_price,discounted_percentage,currency,"Category lv1","Category lv2","Category lv3",picture_url,image_url_2,image_url_3,image_url_4,image_url_5,tracking_link,brand,app_tracking_link
DU362TBAJ3U9ANTH-902214,"ขายยกลัง! Dumex Hi-Q 1+ นม UHT รสจืด 180 มล. (36 กล่อง)",609.00,564.00,0,THB,"Mother & Baby",Feeding,"Baby & Toddler Foods",https://th-live-02.slatic.net/p/4/dumex-hi-q-1-uht-180-36-1504599024-188424-963e473d20f9e30dc98d9331a01da03c-product.jpg,https://th-live-03.slatic.net/p/4/dumex-hi-q-1-uht-180-36-1469585984-188424-2-product.jpg,https://th-live-03.slatic.net/p/4/dumex-hi-q-1-uht-180-36-1469585984-188424-3-product.jpg,https://th-live-03.slatic.net/p/4/dumex-hi-q-1-uht-180-36-1469585984-188424-4-product.jpg,https://th-live-03.slatic.net/p/4/dumex-hi-q-1-uht-180-36-1469586080-188424-19c9b1b73eb7c51bfe7a47b4a9d9aaff-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fdumex-hi-q-1-uht-180-36-424881.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Dumex,http://ho.lazada.co.th/SHHWUy?sku=DU362TBAJ3U9ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fdumex-hi-q-1-uht-180-36-424881.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355TBAAR0R4GANTH-54908937,"36"" Confetti Balloon Jumbo Latex Balloons with Confetti Party Decoration (set of 5) - Pink, Gold, White Confetti - intl",2609.00,2609.00,0,THB,"Toys & Games","Party Supplies",Balloons,https://th-live-03.slatic.net/p/4/3634-confetti-balloon-jumbo-latex-balloons-with-confetti-party-decoration-set-of-5-pink-gold-white-confetti-intl-1505959819-48748354-af6c5bf982691f421918ed1582a75a9f-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2F3634-confetti-balloon-jumbo-latex-balloons-with-confetti-party-decoration-set-of-5-pink-gold-white-confetti-intl-45384784.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=," 1"""" Circle Tissue Paper Confetti INCLUDES: 5-36"""" Latex Clear Balloons & 2 Bags of 1"""" Circle Confetti (approximately 60g) INST",http://ho.lazada.co.th/SHHWUy?sku=UN355TBAAR0R4GANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252F3634-confetti-balloon-jumbo-latex-balloons-with-confetti-party-decoration-set-of-5-pink-gold-white-confetti-intl-45384784.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
SA861ELAA8E3XYANTH-17348359,"Samsung Galaxy J2 Prime 8GB (Pink) SD Card not Included",4490.00,3330.00,0,THB,"Mobiles & Tablets",Mobiles,,https://th-live-02.slatic.net/p/2/samsung-galaxy-j2-prime-8gb-pink-sd-card-not-included-1490602067-22259041-09cf8e0f6a2a734d1a8ea112dc305841-product.jpg,https://th-live-03.slatic.net/p/2/samsung-galaxy-j2-prime-8gb-pink-sd-card-not-included-1490602067-22259041-a8fbcc88b496e7565a5c114bbd1b1905-product.jpg,https://th-live-01.slatic.net/p/2/samsung-galaxy-j2-prime-8gb-pink-sd-card-not-included-1490602067-22259041-714c940c3e2f5ca09c3bd034e22585bf-product.jpg,https://th-live-03.slatic.net/p/2/samsung-galaxy-j2-prime-8gb-pink-sd-card-not-included-1490602067-22259041-c89173cf88dd9c2eb09151148a8ba6aa-product.jpg,https://th-live-01.slatic.net/p/2/samsung-galaxy-j2-prime-8gb-pink-sd-card-not-included-1490602067-22259041-ecc2c9f0a1f17a20a5b5f55cb9b06d90-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fsamsung-galaxy-j2-prime-8gb-pink-sd-card-not-included-14095222.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Samsung,http://ho.lazada.co.th/SHHWUy?sku=SA861ELAA8E3XYANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fsamsung-galaxy-j2-prime-8gb-pink-sd-card-not-included-14095222.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
LE410OTAA5838ZANTH-11269400,"LED Watch Colorful นาฬิกาข้อมือผู้ชาย สีดำ สายซิลิโคน",969.00,39.00,0,THB,"Watches Sunglasses Jewellery",Watches,Men,https://th-live-01.slatic.net/p/8/led-watch-colorful-1476173154-9355778-7d4763e6525bbae37fcf6e5b134556f2-product.jpg,https://th-live-03.slatic.net/p/8/led-watch-colorful-1476173154-9355778-046539902d4d009a7869ab74286de809-product.jpg,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fled-watch-colorful-8775539.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,LED,http://ho.lazada.co.th/SHHWUy?sku=LE410OTAA5838ZANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fled-watch-colorful-8775539.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355FAAAEPZ7IANTH-29840117,"กระเป๋าสะพายหลัง กระเป๋าเป้ กระเป๋าแฟชั่นผู้หญิง รุ่น pp-01 (สีดำ)",499.00,149.00,0,THB,"Bags and Travel","Women Bags",Backpacks,https://th-live-02.slatic.net/p/7/pp-01-1497524841-45662742-8c15d2d77654377bdece6585e8e8dc26-product.jpg,https://th-live-01.slatic.net/p/7/pp-01-1497524841-45662742-864936e527d2fd4cd9d126e5443dc908-product.jpg,https://th-live-01.slatic.net/p/7/pp-01-1497524841-45662742-493f7e4b43f748065384b29968849bc2-product.jpg,https://th-live-03.slatic.net/p/7/pp-01-1497524841-45662742-4bd1c85c726ccf34c9f7c8b518884a28-product.jpg,https://th-live-02.slatic.net/p/7/pp-01-1497524841-45662742-c6f7f1016a53b46a1f9a06bcfb05ce8a-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fpp-01-24726654.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Unbranded/Generic,http://ho.lazada.co.th/SHHWUy?sku=UN355FAAAEPZ7IANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fpp-01-24726654.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355FAAAQCMA3ANTH-53432029,"Bagtopia Mens Vintage Canvas Shoulder Messenger Bag Crossbody iPad Bags - intl",3870.00,3870.00,0,THB,"Bags and Travel","Men Bags","Messenger Bags",https://th-live-03.slatic.net/p/7/bagtopia-mens-vintage-canvas-shoulder-messenger-bag-crossbody-ipad-bags-intl-1505680526-36785244-d81183aee80226b01ea5b222374b249b-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fbagtopia-mens-vintage-canvas-shoulder-messenger-bag-crossbody-ipad-bags-intl-44258763.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=," Fits iPad or 11"""" laptop. Main compartment & inside cellphone slot,card slot and zipper pocket. Front magnet pocket Material:Vi",http://ho.lazada.co.th/SHHWUy?sku=UN355FAAAQCMA3ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fbagtopia-mens-vintage-canvas-shoulder-messenger-bag-crossbody-ipad-bags-intl-44258763.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
RE090ELAA6WGOKANTH-14636201,"Remax สายชาร์จ Samsung Micro USB quick Charger รุ่น Gold Safe & Speed แท้ 100% (สีทอง)",190.00,94.00,0,THB,"Mobiles & Tablets","Mobile Accessories","Cables & Converters",https://th-live-01.slatic.net/p/2/remax-samsung-micro-usb-quick-charger-gold-safe-amp-speed-100-1491816506-80329511-8b9978e29a4f3ce1459e027a2d2aa6a5-product.jpg,https://th-live-03.slatic.net/p/2/remax-samsung-micro-usb-quick-charger-gold-safe-amp-speed-100-1491448369-80329511-2276e9dc513d6cc907e6807d14cd0c70-product.jpg,https://th-live-02.slatic.net/p/2/remax-samsung-micro-usb-quick-charger-gold-safe-amp-speed-100-1491448369-80329511-5bd4043c7ce8ba7dff7bd101270bcab6-product.jpg,https://th-live-01.slatic.net/p/2/remax-samsung-micro-usb-quick-charger-gold-safe-amp-speed-100-1486102168-80329511-65ce21c4a8cc1ef1a3932704310eae83-product.jpg,https://th-live-01.slatic.net/p/2/remax-samsung-micro-usb-quick-charger-gold-safe-amp-speed-100-1486102168-80329511-9527bf0f388621cc0f8cd0762fc0fb31-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fremax-samsung-micro-usb-quick-charger-gold-safe-amp-speed-100-11592308.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Remax,http://ho.lazada.co.th/SHHWUy?sku=RE090ELAA6WGOKANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fremax-samsung-micro-usb-quick-charger-gold-safe-amp-speed-100-11592308.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
NE183HBAA529PQANTH-10871431,"Neocell Super Collagen + C 6000mg 1 กระปุก (250เม็ด)",1800.00,620.00,0,THB,"Health & Beauty","Food Supplements","Beauty Supplements",https://th-live-02.slatic.net/p/5/neocell-super-collagen-c-6000mg-1-250-1474950167-2893058-4709819fad84d885b221f0dfc053c3eb-product.jpg,https://th-live-03.slatic.net/p/5/neocell-super-collagen-c-6000mg-1-250-1474950167-2893058-be54ac777ec238b3778c279f380ba949-product.jpg,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fneocell-super-collagen-c-6000mg-1-250-8503982.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Neocal,http://ho.lazada.co.th/SHHWUy?sku=NE183HBAA529PQANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fneocell-super-collagen-c-6000mg-1-250-8503982.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
VO254ELAAQKXTOANTH-53925127,"VOCOPRO HYBRID- ACAPELLA -12 Twelve Channel UHF Hybrid Wireless Handheld Microphone System - intl",55711.00,52451.00,0,THB,"TV, Audio / Video, Gaming & Wearables",Audio,"Home Entertainment",https://th-live-02.slatic.net/p/2/vocopro-hybrid-acapella-12-twelve-channel-uhf-hybrid-wireless-handheld-microphone-system-intl-1505838696-27964644-a7cbaa27dd24f0992ddf77a9b0358394-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fvocopro-hybrid-acapella-12-twelve-channel-uhf-hybrid-wireless-handheld-microphone-system-intl-44646972.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=," A total of 16 frequencies • Receiver Dimensions (w/o brackets attached): 17.00""""W x 1.750""""H x 5.25""""D Brand : VocoPro Item mod",http://ho.lazada.co.th/SHHWUy?sku=VO254ELAAQKXTOANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fvocopro-hybrid-acapella-12-twelve-channel-uhf-hybrid-wireless-handheld-microphone-system-intl-44646972.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355FAAAEPNB2ANTH-29823782,"กระเป๋าสะพายหลัง กระเป๋าเป้ กระเป๋าแฟชั่นผู้หญิง รุ่น pp-01 (สีดำ)",1025.00,178.00,0,THB,"Bags and Travel","Women Bags",Backpacks,https://th-live-02.slatic.net/p/7/pp-01-1497519430-03211742-8c15d2d77654377bdece6585e8e8dc26-product.jpg,https://th-live-03.slatic.net/p/7/pp-01-1497519430-03211742-864936e527d2fd4cd9d126e5443dc908-product.jpg,https://th-live-02.slatic.net/p/7/pp-01-1497519430-03211742-493f7e4b43f748065384b29968849bc2-product.jpg,https://th-live-02.slatic.net/p/7/pp-01-1497519430-03211742-4bd1c85c726ccf34c9f7c8b518884a28-product.jpg,https://th-live-03.slatic.net/p/7/pp-01-1497519430-03211742-c6f7f1016a53b46a1f9a06bcfb05ce8a-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fpp-01-24711230.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Unbranded/Generic,http://ho.lazada.co.th/SHHWUy?sku=UN355FAAAEPNB2ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fpp-01-24711230.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
NI858HBAANGHQCANTH-47176731,"นีเวีย เพิร์ล ไวท์ ซุปเปอร์ มูส โฟม 150 มล. NIVEA Pearl White Super Mousse Foam 150 ml.",149.00,99.00,0,THB,"Health & Beauty","Skin Care","Facial Cleansers",https://th-live-02.slatic.net/p/5/150-nivea-pearl-white-super-mousse-foam-150-ml-1503576187-44600493-b71f6c251312e72465dd18cb56954ba1-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2F150-nivea-pearl-white-super-mousse-foam-150-ml-39400644.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Nivea,http://ho.lazada.co.th/SHHWUy?sku=NI858HBAANGHQCANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252F150-nivea-pearl-white-super-mousse-foam-150-ml-39400644.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
SA861ELAA6PSQ4ANTH-14291195,"Samsung หูฟัง Small Talk Original สามารถใช้ได้กับ Galaxy ทุกรุ่น",490.00,145.00,0,THB,"TV, Audio / Video, Gaming & Wearables",Audio,"Headphones & Headsets",https://th-live-01.slatic.net/p/2/samsung-small-talk-original-galaxy-1485518803-42318211-594fcde2e14a4f3222f5a50db81c3255-product.jpg,https://th-live-01.slatic.net/p/2/samsung-small-talk-original-galaxy-1485518803-42318211-24651725ab5634db717b465c7f4f12c2-product.jpg,https://th-live-03.slatic.net/p/2/samsung-small-talk-original-galaxy-1485518803-42318211-8ee50396007a201987b206c78ba09b70-product.jpg,https://th-live-02.slatic.net/p/2/samsung-small-talk-original-galaxy-1485518803-42318211-4fdfb2f4da2a0b446defc60d71cf14c0-product.jpg,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fsamsung-small-talk-original-galaxy-11281324.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Samsung,http://ho.lazada.co.th/SHHWUy?sku=SA861ELAA6PSQ4ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fsamsung-small-talk-original-galaxy-11281324.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355TBAAQC5LAANTH-53405527,"Cute Backpack Set for Girls, Canvas Middle School Laptop Book Bag for Kids Rucksack - intl",7970.00,4690.00,0,THB,"Mother & Baby","Baby Gear","Backpacks & Carriers",https://th-live-03.slatic.net/p/4/cute-backpack-set-for-girls-canvas-middle-school-laptop-book-bag-for-kids-rucksack-intl-1505671424-43173244-b23a6ae60175f85310e219cc60411945-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fcute-backpack-set-for-girls-canvas-middle-school-laptop-book-bag-for-kids-rucksack-intl-44237134.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=," sling bag: 8.2""""Lx9.8""""Hx3""""D; purse:8.6""""Lx5.9""""H; capacity: 25-30L. Daypack:1*main compartment; 1* padded computer part; 2* s",http://ho.lazada.co.th/SHHWUy?sku=UN355TBAAQC5LAANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fcute-backpack-set-for-girls-canvas-middle-school-laptop-book-bag-for-kids-rucksack-intl-44237134.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
